,movie_and_date,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,index,tconst,primary_title,original_title,start_year,runtime_minutes,genres,profit,profit_ratio,profit_lmh
877,Enough Said_2013,88,2013-09-18,Enough Said,8000000,17550872,25621449,2013,38816,tt2390361,Enough Said,Enough Said,2013,93.0,"Comedy,Drama,Romance",17621449,3.202681125,high
878,Delivery Man_2013,21,2013-11-22,Delivery Man,22000000,30659817,70536870,2013,38708,tt2387559,Delivery Man,Delivery Man,2013,105.0,"Comedy,Drama",48536870,3.2062213636363635,high
879,Prometheus_2012,75,2012-06-08,Prometheus,125000000,126477084,402448265,2012,7714,tt1446714,Prometheus,Prometheus,2012,124.0,"Adventure,Mystery,Sci-Fi",277448265,3.21958612,high
880,War for the Planet of the Apes_2017,52,2017-07-14,War for the Planet of the Apes,152000000,146880162,489592267,2017,59334,tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,2017,140.0,"Action,Adventure,Drama",337592267,3.2210017565789473,high
881,Son of God_2014,11,2014-02-28,Son of God,22000000,59700064,70949793,2014,54648,tt3210686,Son of God,Son of God,2014,138.0,"Biography,Drama,History",48949793,3.224990590909091,high
882,Earth to Echo_2014,62,2014-07-02,Earth to Echo,13000000,38934842,42174545,2014,31204,tt2183034,Earth to Echo,Earth to Echo,2014,91.0,"Adventure,Family,Sci-Fi",29174545,3.2441957692307692,high
883,Divergent_2014,95,2014-03-21,Divergent,85000000,150947895,276014965,2014,19734,tt1840309,Divergent,Divergent,2014,139.0,"Action,Adventure,Mystery",191014965,3.247234882352941,high
884,London Has Fallen_2016,80,2016-03-04,London Has Fallen,60000000,62524260,195194085,2016,56442,tt3300542,London Has Fallen,London Has Fallen,2016,99.0,"Action,Thriller",135194085,3.25323475,high
885,Due Date_2010,84,2010-11-05,Due Date,65000000,100539043,211739043,2010,6021,tt1231583,Due Date,Due Date,2010,95.0,"Adventure,Comedy",146739043,3.2575237384615385,high
886,Fantastic Beasts: The Crimes of Grindelwald_2018,60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,652220086,2018,72205,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,"Adventure,Family,Fantasy",452220086,3.26110043,high
887,The Expendables_2010,34,2010-08-13,The Expendables,82000000,103068524,268268174,2010,6607,tt1320253,The Expendables,The Expendables,2010,103.0,"Action,Adventure,Thriller",186268174,3.2715630975609757,high
888,Going in Style_2017,40,2017-04-07,Going in Style,24000000,45018541,78672579,2017,43033,tt2568862,Going in Style,Going in Style,2017,96.0,"Comedy,Crime",54672579,3.278024125,high
889,Atomic Blonde_2017,94,2017-07-28,Atomic Blonde,30000000,51573925,98345423,2017,39545,tt2406566,Atomic Blonde,Atomic Blonde,2017,115.0,"Action,Mystery,Thriller",68345423,3.2781807666666665,high
890,The Roommate_2011,39,2011-02-04,The Roommate,16000000,37300107,52545707,2011,6230,tt1265990,The Roommate,The Roommate,2011,91.0,"Drama,Thriller",36545707,3.2841066875,high
891,Saving Mr. Banks_2013,37,2013-12-13,Saving Mr. Banks,35000000,83299761,114962525,2013,29788,tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013,125.0,"Biography,Comedy,Drama",79962525,3.2846435714285716,high
892,Smurfs: The Lost Village_2017,5,2017-04-07,Smurfs: The Lost Village,60000000,45020282,197578586,2017,39116,tt2398241,Smurfs: The Lost Village,Smurfs: The Lost Village,2017,90.0,"Adventure,Animation,Comedy",137578586,3.292976433333333,high
893,Hell Fest_2018,20,2018-09-28,Hell Fest,5500000,11107431,18119231,2018,24935,tt1999890,Hell Fest,Hell Fest,2018,89.0,Horror,12619231,3.2944056363636363,high
894,The Prodigy_2019,36,2019-02-08,The Prodigy,6000000,14856291,19789712,2019,78442,tt4504044,The Prodigy,The Prodigy,2019,92.0,"Horror,Thriller",13789712,3.2982853333333333,high
895,Vacation_2015,28,2015-07-29,Vacation,31000000,58884188,102306500,2015,8733,tt1524930,Vacation,Vacation,2015,99.0,"Adventure,Comedy",71306500,3.300209677419355,high
896,Sea Rex 3D: Journey to a Prehistoric World_2010,31,2010-05-28,Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,16515203,2010,8837,tt1529567,Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,2010,41.0,Documentary,11515203,3.3030406,high
897,Godzilla_2014,41,2014-05-16,Godzilla,160000000,200676069,529076069,2014,329,tt0831387,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",369076069,3.30672543125,high
898,A Good Day to Die Hard_2013,34,2013-02-14,A Good Day to Die Hard,92000000,67349198,304249198,2013,10671,tt1606378,A Good Day to Die Hard,A Good Day to Die Hard,2013,98.0,"Action,Thriller",212249198,3.3070565,high
899,Rings_2017,38,2017-02-03,Rings,25000000,27793018,82917283,2017,228,tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery",57917283,3.31669132,high
900,Obvious Child_2014,41,2014-06-06,Obvious Child,1000000,3122616,3324070,2014,48872,tt2910274,Obvious Child,Obvious Child,2014,84.0,"Comedy,Drama,Romance",2324070,3.32407,high
901,Captain Underpants: The First Epic Movie_2017,59,2017-06-02,Captain Underpants: The First Epic Movie,38000000,73921000,126577874,2017,27982,tt2091256,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,2017,89.0,"Action,Animation,Comedy",88577874,3.3309966842105263,high
902,Dunkirk_2017,69,2017-07-21,Dunkirk,150000000,190068280,499837368,2017,86463,tt5013056,Dunkirk,Dunkirk,2017,106.0,"Action,Drama,History",349837368,3.33224912,high
903,127 Hours_2010,6,2010-11-05,127 Hours,18000000,18335230,60217171,2010,9126,tt1542344,127 Hours,127 Hours,2010,94.0,"Adventure,Biography,Drama",42217171,3.345398388888889,high
904,The Perfect Guy_2015,78,2015-09-11,The Perfect Guy,18000000,57027435,60278166,2015,67918,tt3862750,The Perfect Guy,The Perfect Guy,2015,100.0,"Crime,Drama,Horror",42278166,3.348787,high
905,Safe Haven_2013,41,2013-02-14,Safe Haven,28000000,71399120,94050951,2013,13964,tt1702439,Safe Haven,Safe Haven,2013,115.0,"Drama,Romance,Thriller",66050951,3.358962535714286,high
906,A Nightmare on Elm Street_2010,49,2010-04-30,A Nightmare on Elm Street,35000000,63075011,117729621,2010,5756,tt1179056,A Nightmare on Elm Street,A Nightmare on Elm Street,2010,95.0,"Crime,Drama,Horror",82729621,3.363703457142857,high
907,The Ides of March_2011,76,2011-10-07,The Ides of March,23000000,40962534,77735925,2011,5617,tt1124035,The Ides of March,The Ides of March,2011,101.0,"Drama,Thriller",54735925,3.3798228260869565,high
908,The American_2010,51,2010-09-01,The American,20000000,35606376,67950723,2010,7642,tt1440728,The American,The American,2010,105.0,"Crime,Drama,Thriller",47950723,3.39753615,high
909,Aladdin_2019,81,2019-05-24,Aladdin,182000000,246734314,619234314,2019,105015,tt6139732,Aladdin,Aladdin,2019,128.0,"Adventure,Comedy,Family",437234314,3.4023863406593406,high
910,Unknown_2011,21,2011-02-18,Unknown,40000000,63686397,136123083,2011,7274,tt1401152,Unknown,Unknown,2011,113.0,"Action,Mystery,Thriller",96123083,3.403077075,high
911,Everest_2015,3,2015-09-18,Everest,65000000,43482270,221297061,2015,45699,tt2719848,Everest,Everest,2015,121.0,"Action,Adventure,Biography",156297061,3.404570169230769,high
912,The Mule_2018,100,2018-12-14,The Mule,50000000,103804407,170857676,2018,129149,tt7959026,The Mule,The Mule,2018,116.0,"Crime,Drama,Thriller",120857676,3.41715352,high
913,My Week with Marilyn_2011,22,2011-11-23,My Week with Marilyn,10000000,14597405,34240572,2011,12256,tt1655420,My Week with Marilyn,My Week with Marilyn,2011,99.0,"Biography,Drama",24240572,3.4240572,high
914,Pirates of the Caribbean: Dead Men Tell No Tales_2017,25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,2017,17740,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129.0,"Action,Adventure,Fantasy",558241137,3.4271353782608696,high
915,Eat Pray Love_2010,67,2010-08-13,Eat Pray Love,60000000,80574010,206598789,2010,405,tt0879870,Eat Pray Love,Eat Pray Love,2010,133.0,"Drama,Romance",146598789,3.44331315,high
916,Anchorman 2: The Legend Continues_2013,92,2013-12-18,Anchorman 2: The Legend Continues,50000000,127352707,172185754,2013,6003,tt1229340,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,2013,119.0,Comedy,122185754,3.44371508,high
917,The Amazing Spider-Man_2012,31,2012-07-03,The Amazing Spider-Man,220000000,262030663,757890267,2012,478,tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi",537890267,3.444955759090909,high
918,To Rome with Love_2012,58,2012-06-22,To Rome with Love,21500000,16684352,74326015,2012,20628,tt1859650,To Rome with Love,To Rome with Love,2012,112.0,"Comedy,Music,Romance",52826015,3.457023953488372,high
919,Money Monster_2016,98,2016-05-13,Money Monster,27000000,41012075,93466095,2016,33162,tt2241351,Money Monster,Money Monster,2016,98.0,"Crime,Drama,Thriller",66466095,3.461707222222222,high
920,Jason Bourne_2016,86,2016-07-29,Jason Bourne,120000000,162192920,416168316,2016,73674,tt4196776,Jason Bourne,Jason Bourne,2016,123.0,"Action,Thriller",296168316,3.4680693,high
921,Batman v Superman: Dawn of Justice_2016,18,2016-03-25,Batman v Superman: Dawn of Justice,250000000,330360194,867500281,2016,50145,tt2975590,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,2016,151.0,"Action,Adventure,Fantasy",617500281,3.470001124,high
922,Kick-Ass_2010,54,2010-04-16,Kick-Ass,28000000,48071303,97531134,2010,6157,tt1250777,Kick-Ass,Kick-Ass,2010,117.0,"Action,Comedy",69531134,3.4832547857142857,high
923,The Wedding Ringer_2015,73,2015-01-16,The Wedding Ringer,23000000,64460211,80171596,2015,413,tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101.0,Comedy,57171596,3.4857215652173914,high
924,Piranha 3D_2010,52,2010-08-20,Piranha 3D,24000000,25003155,83660160,2010,159,tt0464154,Piranha 3D,Piranha 3D,2010,88.0,"Comedy,Horror",59660160,3.48584,high
925,What Men Want_2019,21,2019-02-08,What Men Want,20000000,54611903,69911903,2019,125337,tt7634968,What Men Want,What Men Want,2019,117.0,"Comedy,Fantasy,Romance",49911903,3.49559515,high
926,Wild_2014,33,2014-12-03,Wild,15000000,37880356,52460543,2014,35501,tt2305051,Wild,Wild,2014,115.0,"Adventure,Biography,Drama",37460543,3.4973695333333334,high
927,Addicted_2014,96,2014-10-10,Addicted,5000000,17390770,17499242,2014,31968,tt2205401,Addicted,Addicted,2014,106.0,"Drama,Thriller",12499242,3.4998484,high
928,Addicted_2014,96,2014-10-10,Addicted,5000000,17390770,17499242,2014,59029,tt3435418,Addicted,Addicted,2014,97.0,"Documentary,Music",12499242,3.4998484,high
929,The Equalizer_2014,96,2014-09-26,The Equalizer,55000000,101530738,192903624,2014,139,tt0455944,The Equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",137903624,3.507338618181818,high
930,Diary of a Wimpy Kid: Dog Days_2012,17,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695,2012,25612,tt2023453,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012,94.0,"Comedy,Family",55229695,3.510440681818182,high
931,Cloudy with a Chance of Meatballs 2_2013,13,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,2013,24449,tt1985966,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,2013,95.0,"Adventure,Animation,Comedy",196392649,3.517854474358974,high
932,Remember Me_2010,51,2010-03-12,Remember Me,16000000,19068240,56506120,2010,7307,tt1403981,Remember Me,Remember Me,2010,113.0,"Drama,Romance",40506120,3.5316325,high
933,Nerve_2016,43,2016-07-27,Nerve,20000000,38583626,70652284,2016,61194,tt3531824,Nerve,Nerve,2016,96.0,"Action,Adventure,Crime",50652284,3.5326142,high
934,The Guard_2011,54,2011-07-29,The Guard,6000000,5359774,21197454,2011,9053,tt1540133,The Guard,The Guard,2011,96.0,"Comedy,Crime,Thriller",15197454,3.532909,high
935,Sisters_2015,57,2015-12-18,Sisters,30000000,87044645,106030660,2015,20214,tt1850457,Sisters,Sisters,2015,118.0,Comedy,76030660,3.5343553333333335,high
936,Sisters_2015,57,2015-12-18,Sisters,30000000,87044645,106030660,2015,83059,tt4793074,Sisters,Sisters,2015,53.0,"Biography,Documentary,Music",76030660,3.5343553333333335,high
937,The Amazing Spider-Man 2_2014,56,2014-05-02,The Amazing Spider-Man 2,200000000,202853933,708996336,2014,21195,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014,142.0,"Action,Adventure,Sci-Fi",508996336,3.54498168,high
938,Night School_2018,16,2018-09-28,Night School,29000000,77339130,103008792,2018,114606,tt6781982,Night School,Night School,2018,111.0,Comedy,74008792,3.5520273103448274,high
939,Rampage_2018,90,2018-04-13,Rampage,120000000,101028233,428056280,2018,32793,tt2231461,Rampage,Rampage,2018,107.0,"Action,Adventure,Sci-Fi",308056280,3.5671356666666667,high
940,The Muppets_2011,64,2011-11-23,The Muppets,45000000,88625922,160971922,2011,5867,tt1204342,The Muppets,The Muppets,2011,103.0,"Adventure,Comedy,Family",115971922,3.5771538222222223,high
941,Mommy_2015,1,2015-01-23,Mommy,4900000,3498695,17536004,2015,89117,tt5152894,Mommy,Mommy,2015,135.0,Drama,12636004,3.5787763265306123,high
942,The Post_2017,9,2017-12-22,The Post,50000000,81903458,179748880,2017,107482,tt6294822,The Post,The Post,2017,116.0,"Biography,Drama,History",129748880,3.5949776,high
943,"Alexander and the Terrible, Horrible, No Good, Very Bad Day_2014",44,2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,101379287,2014,13821,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81.0,"Comedy,Family",73379287,3.6206888214285713,high
944,The Wolverine_2013,8,2013-07-26,The Wolverine,115000000,132556852,416456852,2013,7531,tt1430132,The Wolverine,The Wolverine,2013,126.0,"Action,Adventure,Sci-Fi",301456852,3.6213639304347827,high
945,Jack Reacher_2012,68,2012-12-21,Jack Reacher,60000000,80070736,217370736,2012,269,tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",157370736,3.6228456,high
946,Grown Ups_2010,34,2010-06-25,Grown Ups,75000000,162001186,272223430,2010,7068,tt1375670,Grown Ups,Grown Ups,2010,102.0,Comedy,197223430,3.629645733333333,high
947,Carol_2015,60,2015-11-20,Carol,11800000,12711491,42843521,2015,39370,tt2402927,Carol,Carol,2015,118.0,"Drama,Romance",31043521,3.6308068644067797,high
948,Sanctum_2011,45,2011-02-04,Sanctum,30000000,23209310,108957098,2011,407,tt0881320,Sanctum,Sanctum,2011,108.0,"Adventure,Drama,Thriller",78957098,3.631903266666667,high
949,Now You See Me 2_2016,66,2016-06-10,Now You See Me 2,90000000,65075540,328325007,2016,52651,tt3110958,Now You See Me 2,Now You See Me 2,2016,129.0,"Action,Adventure,Comedy",238325007,3.648055633333333,high
950,Iron Man 2_2010,15,2010-05-07,Iron Man 2,170000000,312433331,621156389,2010,5998,tt1228705,Iron Man 2,Iron Man 2,2010,124.0,"Action,Adventure,Sci-Fi",451156389,3.653861111764706,high
951,Johnny English Reborn_2011,19,2011-10-21,Johnny English Reborn,45000000,8406711,164640401,2011,11539,tt1634122,Johnny English Reborn,Johnny English Reborn,2011,101.0,"Action,Adventure,Comedy",119640401,3.6586755777777777,high
952,Kung Fu Panda 3_2016,11,2016-01-29,Kung Fu Panda 3,140000000,143528619,517599142,2016,34177,tt2267968,Kung Fu Panda 3,Kung Fu Panda 3,2016,95.0,"Action,Adventure,Animation",377599142,3.6971367285714285,high
953,Resident Evil: Retribution_2012,4,2012-09-14,Resident Evil: Retribution,65000000,42345531,240647629,2012,20429,tt1855325,Resident Evil: Retribution,Resident Evil: Retribution,2012,95.0,"Action,Horror,Sci-Fi",175647629,3.7022712153846156,high
954,Machete_2010,18,2010-09-03,Machete,12500000,26593646,46370970,2010,536,tt0985694,Machete,Machete,2010,105.0,"Action,Crime,Thriller",33870970,3.7096776,high
955,Monsters University_2013,53,2013-06-21,Monsters University,200000000,268488329,743588329,2013,7772,tt1453405,Monsters University,Monsters University,2013,104.0,"Adventure,Animation,Comedy",543588329,3.717941645,high
956,X-Men: Days of Future Past_2014,55,2014-05-23,X-Men: Days of Future Past,200000000,233921534,747862775,2014,21344,tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,2014,132.0,"Action,Adventure,Sci-Fi",547862775,3.739313875,high
957,The Babadook_2014,41,2014-11-28,The Babadook,2000000,950792,7482387,2014,36111,tt2321549,The Babadook,The Babadook,2014,94.0,"Drama,Horror",5482387,3.7411935,high
958,Shutter Island_2010,52,2010-02-19,Shutter Island,80000000,128012934,299461782,2010,5640,tt1130884,Shutter Island,Shutter Island,2010,138.0,"Mystery,Thriller",219461782,3.743272275,high
959,Lone Survivor_2013,84,2013-12-25,Lone Survivor,40000000,125095601,149804632,2013,5548,tt1091191,Lone Survivor,Lone Survivor,2013,121.0,"Action,Biography,Drama",109804632,3.7451158,high
960,The Hobbit: The Battle of the Five Armies_2014,22,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000,255119788,945577621,2014,35672,tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014,144.0,"Adventure,Fantasy",695577621,3.782310484,high
961,Before I Fall_2017,12,2017-03-03,Before I Fall,5000000,12241072,18945682,2017,13579,tt1691916,Before I Fall,Before I Fall,2017,98.0,"Drama,Fantasy,Mystery",13945682,3.7891364,high
962,Rio 2_2014,49,2014-04-11,Rio 2,130000000,131538435,492846291,2014,37404,tt2357291,Rio 2,Rio 2,2014,101.0,"Adventure,Animation,Comedy",362846291,3.7911253153846154,high
963,Into the Woods_2014,77,2014-12-25,Into the Woods,56200000,128002372,213116401,2014,31067,tt2180411,Into the Woods,Into the Woods,2014,125.0,"Adventure,Comedy,Drama",156916401,3.7921067793594307,high
964,Amour_2012,51,2012-12-19,Amour,9700000,6738954,36787044,2012,10565,tt1602620,Amour,Amour,2012,127.0,"Drama,Romance",27087044,3.792478762886598,high
965,The Accountant_2016,100,2016-10-14,The Accountant,40000000,86260045,152962083,2016,29800,tt2140479,The Accountant,The Accountant,2016,128.0,"Action,Crime,Drama",112962083,3.824052075,high
966,Ice Age: Collision Course_2016,52,2016-07-22,Ice Age: Collision Course,105000000,64063008,402156682,2016,58686,tt3416828,Ice Age: Collision Course,Ice Age: Collision Course,2016,94.0,"Adventure,Animation,Comedy",297156682,3.830063638095238,high
967,Warm Bodies_2013,70,2013-02-01,Warm Bodies,30000000,66380662,115121608,2013,10118,tt1588173,Warm Bodies,Warm Bodies,2013,98.0,"Comedy,Horror,Romance",85121608,3.8373869333333332,high
968,End of Watch_2012,29,2012-09-21,End of Watch,15000000,41003371,57586606,2012,20404,tt1855199,End of Watch,End of Watch,2012,109.0,"Action,Crime,Drama",42586606,3.8391070666666667,high
969,The Hobbit: The Desolation of Smaug_2013,21,2013-12-13,The Hobbit: The Desolation of Smaug,250000000,258366855,960366855,2013,5729,tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161.0,"Adventure,Fantasy",710366855,3.84146742,high
970,Snitch_2013,26,2013-02-22,Snitch,15000000,42930462,57907734,2013,409,tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",42907734,3.8605156,high
971,Ready Player One_2018,78,2018-03-29,Ready Player One,150000000,137690172,579290136,2018,13120,tt1677720,Ready Player One,Ready Player One,2018,140.0,"Action,Adventure,Sci-Fi",429290136,3.86193424,high
